Depth (ft),Weight on bit (k-lbs),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),ROP (ft/hr)
4448.58,24.11,87.18,137.61,60.75,728.23,19.66
4449.59,23.56,87.73,155.45,59.26,1244.23,16.53
4450.6,24.11,87.18,142.9,54.8,654.09,19.97
4451.61,22.96,88.33,157.09,52.82,725,31.92
4452.62,23.13,88.16,154.19,64.51,728.88,14.66
4453.63,24.15,87.14,142.87,58.25,728.88,9.9
4454.64,24.24,87.05,159.34,57.34,727.8,9.39
4455.65,23.39,87.9,147.14,55.05,726.51,8.25
4456.66,24.37,86.92,146.56,58.92,729.96,9.59
4457.67,23.17,88.12,142.52,61.88,729.31,8.72
4458.7,24.79,86.5,170.77,56.3,730.82,9.32
4459.71,24.24,87.05,157.81,59.23,732.76,8.72
4460.72,23.64,87.65,159.26,58.98,731.47,9.6
4461.73,24.58,86.71,174.85,48.95,731.68,9.59
4462.74,23.39,87.9,155.56,52.79,732.76,10.07
4463.74,22.66,88.63,145.65,62.92,752.16,9.23
4464.75,23.22,88.07,232.08,39.46,746.77,8.86
4465.76,22.58,88.71,244.7,59.38,738.15,9.17
4466.77,22.92,88.37,226.25,58.28,734.48,9.06
4467.78,24.58,86.71,227.89,58.62,732.98,10.87
4468.79,26.71,84.58,243.44,55.69,730.82,12.26
4469.8,27.09,84.2,234.14,59.96,733.19,11.32
4470.81,25.52,85.77,239.89,56.88,733.62,9.44
4471.82,23.43,87.86,236.92,58.5,732.54,10.78
4472.83,26.07,85.22,236.92,57.24,732.33,10.56
4473.84,25.69,85.6,244.13,53.83,731.04,11.29
4474.85,24.49,86.8,236.39,57.34,729.96,11.4
4475.86,25.52,85.77,243.63,55.54,729.53,12.99
4476.87,25.98,85.31,243.55,61.97,729.96,12.15
4477.88,24.49,86.8,233.72,58.68,724.57,14.76
4477.88,24.49,86.8,233.72,58.68,724.57,14.76
4478.91,26.67,84.62,247.21,47.05,726.94,14.85
4479.92,24.71,86.58,256.48,69.81,731.47,13.36
4480.93,25.56,85.73,236.16,60.08,730.82,14.08
4481.94,25.81,85.48,238.41,56.36,728.88,14.72
4482.95,25.81,85.48,248.93,57.15,725.65,15.27
4483.98,25.86,85.43,233.57,57.82,726.51,12.92
4484.99,24.41,86.88,244.77,58.68,728.88,13.12
4486,23.56,87.73,241.95,58.86,726.51,12.49
4487.01,25.35,85.94,248.32,56.15,727.16,12.45
4488.02,24.28,87.01,241.42,58.04,727.16,12.93
4489.02,25.43,85.86,234.9,61.67,728.88,13.26
4490.03,25.9,85.39,229.83,60.75,725.22,13.71
4491.04,25.86,85.43,255.64,57.18,726.51,13.18
4492.05,25.52,85.77,248.59,55.66,726.51,13.98
4493.06,26.15,85.14,245.04,56.54,728.45,13.67
4494.07,26.58,84.71,245.27,59.93,727.59,13.37
4495.08,24.41,86.88,240.12,59.41,717.67,11.62
4496.09,27.52,83.77,246.03,58.28,724.57,14.5
4497.1,25.43,85.86,234.4,52.97,725.86,12.85
4498.11,25.81,85.48,240.66,54.16,724.79,11.61
4499.12,25.77,85.52,241.57,56.39,722.63,12.85
4500.13,24.24,87.05,248.21,56.3,731.47,12.03
4501.14,24.96,86.33,246.95,57.55,730.39,12.49
4502.15,26.5,84.79,243.78,57.95,733.19,12.76
4503.16,24.03,87.26,240.2,57.15,734.05,12.68
4504.17,25.22,86.07,244.13,59.65,733.19,12.62
4505.18,25.47,85.82,244.66,57.95,731.9,13.27
4506.19,24.58,86.71,243.59,58.19,728.23,13.07
4507.2,23.94,87.35,241.76,59.81,730.39,12.62
4508.21,25.47,85.82,245.08,60.78,730.82,12.7
4509.22,24.11,87.18,236.54,58.46,730.6,12.12
4510.23,24.32,86.97,252.74,55.87,730.82,13.16
4511.24,24.41,86.88,227.62,57.24,731.04,12.75
4512.25,24.2,87.09,243.78,56.6,731.25,12.23
4513.25,24.49,86.8,27.39,56.15,701.08,16.16
4514.26,24.88,86.41,40.54,57.21,700.65,13.31
4515.27,25.01,86.28,48.28,54.59,701.08,13.2
4516.28,24.2,87.09,60.94,52.3,700.65,14.53
4517.33,24.88,86.41,74.2,49.95,697.2,18.12
4518.34,24.75,86.54,64.37,49.34,698.92,21.92
4519.35,25.39,85.9,37.22,53.31,717.89,16.67
4520.36,26.03,85.26,49.16,55.32,717.89,15.35
4521.37,25.69,85.6,49.08,53.49,717.03,17.63
4522.38,28.03,83.26,55.83,55.11,725,18.1
4523.39,26.2,85.09,75.31,57.15,725.43,16.32
4524.4,26.03,85.26,73.21,56.76,724.57,15.67
4525.43,26.11,85.18,64.86,56.02,723.49,15.76
4526.44,25.56,85.73,41.15,55.54,723.06,16.85
4527.45,18.45,92.84,221.86,60.14,722.63,16.52
4528.46,18.02,93.27,211.03,59.32,725.22,10.72
4529.47,18.58,92.71,207.11,65.54,726.51,11.03
4530.48,17.81,93.48,216.45,62.37,726.73,10.24
4531.51,20.49,90.8,219.19,67.13,724.14,9.99
4532.52,19.04,92.25,198.11,64.6,724.57,8.8
4533.53,24.34,91.95,201.2,63.77,724.14,10.37
4534.54,23.79,92.5,209.17,62.68,720.91,9.49
4535.55,23.96,92.33,202.76,56.85,724.57,9.13
4536.56,24.38,91.9,203.49,59.29,731.9,10.01
4537.57,24.34,91.95,204.82,58.92,731.04,12.21
4538.58,24.98,91.31,202.3,59.08,729.53,11.26
4539.59,24.6,91.69,212.48,59.29,729.31,10.75
4540.6,28.64,87.65,198.91,58.71,724.79,16.27
4541.61,26.09,90.2,203.26,58.16,725.65,15.43
4542.62,24.9,91.39,197.31,60.6,726.51,14.5
4543.63,26.6,89.69,204.97,56.57,731.47,16.85
4544.65,25.02,91.27,198.07,57.82,739.01,14.33
4545.68,28.3,87.99,189.46,63.16,729.31,15.86
4546.69,12.42,103.87,203.22,57.24,731.04,7.03
4547.7,18.76,97.53,199.98,58.37,726.94,9.6
4548.71,17.49,98.8,201.96,62.68,728.45,8.01
4549.72,16.51,99.78,181.68,59.96,737.29,6.74
4550.73,25.36,90.93,188.77,58.86,735.99,13.66
4551.74,23.32,92.97,184.16,57.61,732.98,10.09
4552.75,24.68,91.61,196.2,56.73,736.42,10.25
4553.76,22.89,93.4,195.67,58.37,740.73,12.49
4554.77,23.79,92.5,190.52,58.01,735.35,10.92
4555.78,24.85,91.44,192.62,55.99,732.76,11.92
4556.79,24.9,91.39,197.84,54.74,734.7,9.56
4557.8,22.72,93.57,202.07,55.72,733.62,11.08
4558.81,24,92.29,149.58,54.53,726.51,13.59
4559.82,23.28,93.01,145.34,54.13,725,9.34
4560.83,24.09,92.2,154.11,52.82,722.85,8.59
4561.84,23.58,92.71,121.4,47.85,721.98,9.13
4562.85,24.77,91.52,135.47,48.18,722.41,9.04
4563.86,24.47,91.82,140.96,45.71,722.63,8.67
4564.87,24.09,92.2,138.33,45.59,723.71,8.3
4565.88,23.87,92.42,136.39,49.16,723.06,9.29
4565.88,23.87,92.42,136.39,49.16,723.06,9.29
4566.89,23.49,92.8,146.83,36.35,723.28,8.47
4567.9,24.09,92.2,139.85,38.63,722.63,8.98
4568.91,25.28,91.01,141.8,35.58,723.28,9.75
4569.92,23.15,93.14,135.47,38.88,724.14,8.51
4570.93,24.26,92.03,131.24,40.68,724.57,9.03
4571.94,24.73,91.56,145.38,36.96,724.57,8.22
4572.95,23.83,92.46,143.32,41.1,725,8.37
4573.96,23.15,93.14,143.63,39.73,724.35,9.34
4574.97,24.26,92.03,150,36.25,725,10.41
4575.98,24.68,91.61,149.84,40.43,725.43,8.55
4576.99,24.94,91.35,139.97,37.05,724.57,9.13
4578,25.11,91.18,143.21,35.28,726.08,7.78
4579.01,24.47,91.82,131.2,40.74,725.86,7.8
4580.02,23.49,92.8,126.28,38.79,725.43,7.59
4581.03,24.04,92.25,127.2,38.79,727.16,7.54
4582.04,24.38,91.9,136.88,37.5,725,7.61
4583.05,23.96,92.33,136.84,33.02,725.43,6.99
4584.06,23.87,92.42,133.3,35.43,724.57,7.42
4585.07,23.62,92.67,127.12,56.54,725.43,7.34
4586.08,23.66,92.63,128.23,54.62,726.51,7.8
4587.09,23.75,92.54,122.7,56.94,726.29,7.33
4588.1,23.58,92.71,127.46,55.57,728.45,6.52
4589.11,22.81,93.48,132.19,53.49,727.8,6.62
4590.12,23.79,92.5,140.05,53.64,725.22,7.19
4591.12,23.83,92.46,130.06,53.13,725.22,7.54
4592.15,24.64,91.65,133.11,38.57,745.05,7.08
4593.16,23.7,92.59,138.29,39.24,743.32,6.69
4594.17,24.21,92.08,130.06,38.79,745.48,6.51
4595.18,24.21,92.08,142.1,38.33,744.4,6.56
4596.19,23.83,92.46,134.71,37.44,743.32,6.69
4597.2,23.62,92.67,138.63,38.18,742.67,6.7
4597.2,23.62,92.67,138.63,38.18,742.67,6.7
4598.21,23.87,92.42,124.45,39.03,742.89,6.91
4599.22,23.36,92.93,120.91,40.46,744.4,6.21
4600.23,24.13,92.16,133.37,35.19,743.11,6.49
4601.24,23.79,92.5,134.1,40.4,743.54,5.79
4602.25,24.09,92.2,124.49,38.33,743.54,6.69
4603.26,23.49,92.8,135.93,42.54,743.75,6.82
4604.27,23.11,93.18,127.92,42.23,742.46,7.87
4605.28,23.96,92.33,132.27,39.55,742.24,6.77
4606.29,24.17,92.12,125.67,37.9,741.17,7.07
4607.3,24.3,91.99,140.05,43,742.46,7.64
4608.31,23.66,92.63,112.94,40.19,742.03,7.05
4609.32,24.6,91.69,132.73,38.3,742.24,7.43
4610.33,24.68,91.61,130.67,39.34,741.6,7.27
4611.34,24.51,91.78,129.94,38.6,741.81,8.19
4612.35,24.34,91.95,128.07,37.54,741.6,7.07
4613.36,24.43,91.86,126.74,37.75,741.38,7.14
4614.37,23.79,92.5,125.71,36.16,727.94,6.47
4615.38,23.92,92.37,137.26,37.57,726.65,5.55
4616.39,23.79,92.5,123.12,20.3,725.36,6.17
4617.4,24.26,92.03,126.21,35.52,724.71,6.63
4618.41,24.26,92.03,131.51,32.9,721.7,7.35
4619.42,24.85,91.44,128.53,32.87,719.33,6.48
4620.43,24.64,91.65,138.63,34.03,718.04,6.77
4621.44,24.56,91.73,136.77,47.54,723.42,6.66
4622.45,24.6,91.69,132.04,44.31,716.53,5.71
4623.46,23.92,92.37,134.52,45.47,713.52,5.77
4624.46,23.79,92.5,133.98,46.66,708.56,5.85
4625.47,24.04,92.25,135.78,46.96,700.16,5.37
4626.48,24.3,91.99,133.07,51.81,730.82,6.17
4627.49,24.09,92.2,126.89,52.24,732.33,6.25
4628.5,23.96,92.33,132.38,44.43,732.54,6.47
4629.51,24.43,91.86,136.42,46.05,731.47,5.57
4630,23.19,93.1,143.59,38.33,730.17,6.63
4631.53,6.25,110.04,169.13,39.37,724.35,9.62
4632.54,5.39,110.89,161.81,36.01,723.92,9.25
4633.55,8.59,107.7,160.59,38.91,725.86,7.85
4634.56,9.4,106.89,172.76,47.33,714.87,8.05
4635.57,9.7,106.59,164.75,48.43,704.09,11.91
4636.58,9.06,107.23,145.76,46.66,710.78,14.25
4637.59,9.1,107.19,165.02,45.5,721.55,15.26
4638.6,11.14,105.15,142.26,45.62,705.82,12.7
4639.61,10.08,106.21,154.27,47.57,710.99,13.72
4640.61,9.95,106.34,167.15,48.7,721.12,11.64
4641.62,9.18,107.11,168.68,52.76,720.69,12.11
4642.63,7.95,108.34,153.31,52.82,711.21,11.35
4643.64,9.82,106.47,160.14,52.18,707.33,12.16
4644.65,8.8,107.49,160.82,54.25,725.86,11.01
4645.66,10.55,105.74,152.13,52.7,714.44,10.42
4645.66,10.55,105.74,152.13,52.7,714.44,10.42
4646.67,9.57,106.72,161.01,50.41,726.08,11.68
4646.67,9.57,106.72,161.01,50.41,726.08,11.68
4647.68,9.27,107.02,141.49,53.77,713.15,9.95
4648.69,8.46,107.83,154.46,52.36,706.9,11.57
4649.7,9.4,106.89,148.2,54.5,717.46,11.21
4650.71,9.06,107.23,172.15,49.5,723.49,14.3
4651.72,11.57,104.72,146.34,54.41,720.26,11.43
4652.73,7.99,108.3,146.91,55.78,722.85,8.59
4653.76,20.38,95.91,46.18,0,670.69,9.22
4654.77,19.32,96.97,47.63,0,674.13,16.41
4655.78,17.49,98.8,47.82,0,687.93,9.54
4656.79,22.34,93.95,47.17,0,669.61,10.98
4657.82,22.94,93.35,46.64,0,666.37,11.04
4658.83,20.42,95.86,42.75,0,704.9,11.34
4659.84,20.08,96.21,42.79,0,700.81,9.42
4660.85,21.7,94.59,45.19,0,699.73,8.95
4661.86,21.23,95.06,45.3,0,695.42,9.8
4662.87,22.09,94.2,44.5,0,696.72,9.19
4663.88,21.45,94.84,47.02,0,708.99,9.29
4664.89,21.96,94.33,42.25,0,695.64,8.12
4665.9,21.57,94.72,47.59,0,697.15,8.73
4666.91,21.7,94.59,50.11,0,702.75,8.06
4667.92,21.87,94.42,44.31,0,715.02,9
4668.93,21.15,95.14,178.67,35.31,726.44,9.89
4669.94,19.06,97.23,172.91,37.54,706.41,15.35
4670.95,19.45,96.84,154.99,37.17,699.73,15.61
4671.96,20,96.29,161.93,38.21,701.89,14.77
4672.97,18.85,97.44,170.09,36.59,712.65,17.42
4673.98,19.91,96.38,169.59,34.39,705.12,14.25
4674.99,19.19,97.1,172.6,28.75,704.68,14.45
4676,19.53,96.76,174.05,32.56,702.75,13.47
4677.01,19.28,97.01,176.99,28.81,716.53,13.21
4678.02,20.51,95.78,170.93,28.5,704.25,12.98
4679.03,15.67,96.12,163.76,29.97,714.81,12.15
4679.03,15.67,96.12,163.76,29.97,714.81,12.15
4680.04,14.52,97.27,170.7,28.08,713.08,13.23
4681.05,16.18,95.61,167.57,28.47,699.95,12.54
4682.06,14.56,97.23,178.51,28.17,997.52,13.56
4683.07,13.84,97.95,170.47,30.21,710.5,10.4
4684.08,14.9,96.89,172.53,25.15,702.75,15.01
4685.11,16.44,95.35,169.55,21.91,713.36,16.26
4686.12,19.37,92.42,172.83,12.79,729.96,17.04
4687.13,20.52,91.27,160.98,14.5,709.91,14.5
4688.15,20.23,91.56,179.5,47.6,707.11,13.69
4689.16,22.65,89.14,184.16,40.4,725.58,25.19
4690.17,19.42,92.37,178.97,42.97,729.02,11.85
4691.18,18.52,93.27,191.17,42.6,712.01,11.76
4692.19,17.33,94.46,186.71,39.67,717.39,12.57
4693.2,17.5,94.29,180.19,43.48,712.22,11.8
4694.21,16.44,95.35,182.02,40.95,725.79,12.25
4695.22,19.2,92.59,191.09,41.38,725.58,12.44
4696.23,19.46,92.33,183.09,35.77,723.42,13.02
4697.24,17.59,94.2,179.01,41.9,710.28,11.8
4698.25,18.22,93.57,178.06,43.52,0,10.92
4699.26,18.78,93.01,180.38,43.73,0,11.61
4700.27,18.39,93.4,179.96,42.05,0,10.85
4701.28,16.69,95.1,185.3,42.63,0,11.8
4702.29,19.25,92.54,180.42,43.73,0,10.85
4703.3,17.76,94.03,180.04,44.64,0,11.35
4704.31,17.07,94.72,180.19,44.71,0,9.77
4705.32,15.97,95.82,180.5,42.45,0,10.88
4706.33,18.48,93.31,183.36,43.15,0,11.45
4707.34,17.63,94.16,180.15,39.3,0,11.35
4708.35,18.86,92.93,180.76,42.08,0,11.91
4709.36,20.1,91.69,182.33,43.06,0,10.75
4710.37,18.22,93.57,176.15,43.58,0,11.87
4711.38,18.05,93.74,184,37.99,0,10.56
4712.39,17.67,94.12,178.17,40.65,0,12.04
4713.4,19.67,92.12,179.35,42.05,0,11.81
4714.41,18.91,92.88,173.82,43,0,11.61
4715.42,19.84,91.95,176.42,43.58,0,11.54
4716.42,18.22,93.57,188.54,42.75,0,11.91
4717.43,17.42,94.37,173.79,34.42,0,12.71
4718.45,22.78,89.01,37.83,0,705.39,13.49
4719.46,22.99,88.8,37.18,0,701.72,10.22
4720.47,25.04,86.75,36.65,0,698.27,8.35
4721.49,24.48,87.31,33.91,0,695.47,10.15
4722.5,25.12,86.67,35.89,0,697.84,7.38
4723.51,23.16,88.63,36.19,0,696.33,7.73
4724.52,16.48,95.31,35.93,0,718.1,4.88
4725.53,23.04,88.75,36.04,0,695.47,8.61
4726.54,27.12,84.67,36.84,0,695.04,6.87
4727.55,25.55,86.24,35.66,0,694.83,6.89
4728.56,17.54,94.25,145.69,36.5,709.91,6.26
4729.57,19.08,92.71,145.76,36.25,706.9,9.27
4730.58,18.44,93.35,147.75,35.86,699.57,8.21
4731.59,17.24,94.54,142.6,35.34,708.4,8.28
4732.6,17.29,94.5,152.97,34.61,0,8.63
4733.61,18.35,93.44,152.93,34.39,0,9.57
4734.62,18.56,93.22,163.45,33.51,0,9.88
4735.63,17.37,94.42,153.85,32.01,710.34,9.4
4736.64,18.05,93.74,151.22,45.13,697.41,10.57
4737.65,17.63,94.16,155.33,60.11,728.66,9.88
4738.66,18.74,93.05,158.35,60.72,721.98,11.68
4739.67,18.05,93.74,186.86,52.06,730.39,9.72
4740.68,18.1,93.69,186.98,55.29,716.16,10.95
4741.69,18.31,93.48,187.47,56.42,737.07,10.69
4742.7,17.2,94.59,194.41,54.8,727.37,10.51
4743.71,18.82,92.97,194.03,55.47,729.31,11.56
4744.72,19.03,92.76,189.46,57.7,718.32,9.95
4745.73,18.61,93.18,195.94,61.33,720.26,12.34
4746.74,18.27,93.52,194.68,58.98,720.26,10.45
4747.75,18.39,93.4,201.62,57.58,0,11.69
4748.76,18.78,93.01,197.8,57.52,0,10.04
4749.77,18.01,93.78,198.68,57.92,717.24,11.04
4750.77,18.78,93.01,191.06,61.7,708.19,12.62
4751.79,20.27,91.52,193.31,62.43,714.22,12.82
4752.8,19.93,91.86,200.13,54.65,712.72,11.58
4753.81,21.89,89.9,204.9,57.24,724.57,11.5
4754.81,19.33,92.46,198.64,54.71,707.33,13.87
4755.82,20.95,90.84,206.12,57.12,715.95,11.5
4756.83,19.46,92.33,209.81,57.52,733.41,13.17
4757.84,20.27,91.52,203.75,59.08,728.02,11.21
4758.85,20.4,91.39,206.76,57.18,734.48,13.03
4759.86,20.23,91.56,208.63,59.23,734.92,11.32
4760.87,21.5,90.29,210.2,55.72,715.09,12.7
4761.88,19.93,91.86,204.55,56.57,0,11.96
4762.89,19.76,92.03,205.89,57.92,716.16,11.39
4763.9,19.59,92.2,204.21,56.88,715.73,11.69
4764.91,19.84,91.95,203.87,56.54,730.17,11.82
4765.92,19.08,92.71,204.06,53.06,724.14,13.13
4766.93,21.76,90.03,196.32,59.59,727.37,11.87
4767.94,20.91,90.88,210.2,59.72,729.1,11.16
4769.3,19.76,92.03,45.57,0,37.01,10
4770.3,17.12,94.67,200.66,52.39,603.25,11.87
4771.32,19.12,92.67,217.21,57.61,679.95,14.21
4772.33,21.2,90.59,213.74,55.84,604.73,12.01
4773.34,18.39,93.4,216.49,56.12,604.95,11.73
4774.35,20.99,90.8,213.74,56.85,608.18,13.02
4775.36,21.84,89.95,226.97,55.87,610.98,12.4
4776.37,21.93,89.86,221.21,57.46,599.99,13.04
4777.38,21.46,90.33,224.61,56.24,606.89,12.62
4778.39,20.31,91.48,217.1,58.1,608.83,12.32
4779.4,18.56,93.22,209.47,58.95,594.6,13.27
4780.41,19.5,92.29,216.33,58.83,584.47,12.32
4781.42,18.31,93.48,221.33,57.46,609.9,12.72
4782.43,36.32,75.47,59.91,0,581.06,12.3
4783.44,41.51,70.28,46.98,0,561.9,5.6
4784.44,40.75,71.04,49.8,0,564.48,23.41
4785.45,42.03,69.76,48.2,0,559.74,11.37
4786.46,42.32,69.47,46.37,0,560.39,10.48
4787.5,39.77,72.02,51.52,0,574.6,10.71
4788.53,41.47,70.32,59.87,0,558.88,10.49
4789.54,42.15,69.64,56.09,0,577.83,10.72
4790.55,41.47,70.32,51.71,0,556.3,10.6
4791.56,40.62,71.17,53.43,0,556.08,10.84
4792.57,42.11,69.68,52.55,0,559.53,10.94
4793.6,41.17,70.62,49.23,0,557.16,10.19
4794.61,40.75,71.04,54.19,0,562.76,9.81
4795.62,40.83,70.96,54.34,0,561.47,10.64
4796.66,40.66,71.13,48.93,0,558.88,10.87
4797.66,19.84,91.95,220.11,56.51,574.34,10.69
4798.67,20.99,90.8,229.14,57.82,572.62,13.08
4799.68,20.44,91.35,219.08,57.85,575.63,11.86
4800.7,18.52,93.27,221.4,56.48,571.32,12.22
4801.71,18.35,93.44,217.17,57.03,571.75,12.41
4802.72,19.08,92.71,219.46,59.32,577.57,12.82
4803.73,19.97,91.82,223.92,56.05,574.99,12.1
4804.74,19.16,92.63,233.45,54.62,570.68,12.72
4805.75,18.27,93.52,221.52,57.82,588.78,12.29
4806.77,19.84,91.95,217.63,55.99,581.88,12.14
4807.78,17.16,94.63,227.31,55.84,592.23,12.55
4808.79,19.12,92.67,216.83,58.34,576.5,11.4
4809.8,19.71,92.08,224.42,57.98,582.31,11.76
4810.81,20.14,91.65,219.31,60.08,589.21,11.62
4811.82,17.71,94.08,226.67,59.75,592.45,10.96
4812.83,19.08,92.71,214.58,56.66,570.89,11.8
4813.84,18.22,93.57,215.3,55.47,581.67,10.37
4814.85,19.59,92.2,223.04,57.09,586.41,13.47
4815.85,35.34,76.45,56.17,0,541.36,10.42
4816.87,35.77,76.02,58.61,0,540.5,9.56
4817.88,39.22,72.57,42.1,0,538.78,10.08
4818.9,32.49,79.3,42.79,0,535.76,6.6
4819.91,31.89,79.9,40.39,0,542.44,7.2
4820.92,29.64,82.15,38.59,0,577.57,6.61
4821.93,34.96,76.83,35.89,0,605.16,9.59
4822.94,35,76.79,36.8,0,610.12,7.53
4823.95,35.04,76.75,40.39,0,587.27,7.8
4824.96,33.3,78.49,33.1,0,598.7,7.27
4825.96,36.02,75.77,34.55,0,587.27,9.02
4826.97,9.11,102.68,193.23,58.5,605.16,7.48
4827.98,9.92,101.87,203.75,56.09,603.44,6.95
4828.99,9.84,101.95,0,53,613.57,7.23
4830,10.73,101.06,113.59,54.62,601.5,7.01
4831.01,9.62,102.17,115.19,55.29,623.27,6.44
4832.02,9.75,102.04,112.29,57.79,627.15,8.4
4833.03,9.62,102.17,112.67,56.79,626.93,7.07
4834.04,9.11,102.68,101.96,57.61,621.76,5.33
4835.05,10.99,100.8,94.98,61.52,635.77,6.95
4836.06,10.73,101.06,103.83,62.03,623.05,6.15
4837.08,11.16,100.63,106.11,58.56,605.81,7.99
4838.09,19.42,92.37,116.67,54.56,629.74,11.8
4839.1,14.65,97.14,110,62.77,621.55,8.42
4840.12,14.31,97.48,106.3,63.62,601.09,7.37
4841.13,13.16,98.63,102.53,64.63,624.57,7.62
4842.14,14.73,97.06,109.7,61.52,626.94,8.91
4843.15,14.56,97.23,112.9,63.41,636.2,8.32
4844.16,14.65,97.14,111.15,62.55,620.69,8.11
4845.16,30.57,81.22,18.16,0,614.43,6.33
4846.17,31.34,80.45,18.77,0,604.95,6.87
4847.18,33.51,78.28,17.97,0,601.28,7.21
4848.19,32.23,79.56,17.24,0,595.25,7.07
4849.2,35.34,76.45,17.13,0,618.09,9.51
4850.21,33.81,77.98,17.66,0,617.02,7.49
4851.22,33.72,78.07,17.82,0,608.61,8.29
4852.23,33.72,78.07,17.05,0,609.26,6.65
4853.23,36.62,75.17,17.28,0,601.07,9.85
4854.24,35.94,75.85,16.94,0,600.85,6.99
4855.25,36.58,75.21,16.41,0,613.14,6.91
4856.26,33.21,78.58,17.17,0,600.64,5.45
4857.27,31.51,80.28,18.5,0,602.14,6.2
4857.27,31.51,80.28,18.5,0,602.14,6.2
4858.28,35.77,76.02,17.63,0,600.64,6.6
4859.29,35.47,76.32,17.36,0,621.54,5.71
4860.3,34.83,76.96,17.7,0,610.33,5.12
4861.31,34.91,76.87,17.09,0,616.15,6.01
4862.32,33.85,77.94,17.09,0,621.76,5.6
4863.34,36.36,75.43,16.83,0,617.88,7.53
4864.34,19.03,92.76,92.81,38.88,631.67,8.57
4865.35,17.24,94.54,85.37,37.2,627.58,7.46
4866.36,17.63,94.16,92.73,41.1,617.66,8.9
4867.37,18.18,93.61,92.96,35.25,619.17,7.48
4868.38,17.2,94.59,99.79,30.24,624.99,7.12
4869.39,17.71,94.08,97.88,31.34,624.34,6.53
4870.4,17.71,94.08,100.05,30.3,619.6,7.23
4871.41,17.88,93.91,99.18,31.01,632.54,6.71
4872.43,19.33,92.46,98.07,30.67,633.61,7.34
4873.44,16.61,95.18,98.15,30.64,617.45,6.88
4874.44,19.8,91.99,95.59,30.46,629.52,5.67
4875.46,22.87,88.92,100.78,43.61,626.5,9.02
4876.47,26.48,85.31,41.57,0,590.29,8.5
4877.48,26.36,85.43,37.49,0,588.78,7.99
4878.49,26.44,85.35,38.82,0,593.74,9.44
4879.5,26.19,85.6,39.62,0,585.98,12.35
4880.51,26.4,85.39,40.16,0,590.94,8.23
4881.52,28.53,83.26,40.96,0,589,9.5
4882.54,29.68,82.11,42.94,0,652.36,9.83
4883.55,32.49,79.3,41.38,0,649.56,11.06
4884.56,30.57,81.22,42.79,0,641.59,10.32
4885.57,25.68,86.11,172.49,48.46,658.4,12.57
4886.58,23.25,88.54,167,47.66,644.17,12.19
4887.59,22.78,89.01,179.01,43.67,645.68,13.17
4888.6,23.72,88.07,179.92,44.19,633.83,13.12
4889.61,24.91,86.88,185.45,45.47,661.2,17.23
4890.62,10.94,100.85,187.17,44.86,658.18,13.12
4891.63,10.94,100.85,186.33,42.08,646.33,9.06
4892.64,10.6,101.19,173.14,47.66,667.67,7.88
4893.65,10.05,101.74,180.99,45.22,670.25,5.78
4894.66,10.86,100.93,184.61,47.51,664.43,7.3
4895.67,11.33,100.46,172.26,47.27,666.16,6.53
4896.68,11.58,100.21,179.54,46.72,653.44,6.93
4897.69,13.07,98.72,168.11,47.48,659.48,6.52
4898.7,11.16,100.63,173.06,44.64,653.23,6.09
4899.71,13.5,98.29,165.63,45.65,665.3,6.49
4900.72,12.31,99.48,166.89,47.7,654.95,7.48
4901.73,11.45,100.34,164.06,46.44,639.65,7.2
4902.74,13.07,98.72,176.8,46.05,661.85,7.15
4903.75,16.14,95.65,180.5,46.11,664.22,7.69
4904.76,14.01,97.78,183.77,62.86,667.24,7.62
4904.76,14.01,97.78,183.77,62.86,667.24,7.62
4905.77,14.65,97.14,187.63,59.69,640.94,6.98
4906.78,33.42,78.37,31.35,0,635.34,12.03
4907.79,35.13,76.66,30.74,0,656.24,10.66
4908.79,34.83,76.96,29.94,0,635.12,9.98
4909.8,36.36,75.43,32.08,0,0,12.07
4910.81,38.58,73.21,31.85,0,0,10.83
4911.86,37.38,74.41,30.74,0,605.62,9.22
4912.9,36.49,75.3,30.89,0,622.85,10.2
4913.91,36.75,75.04,29.64,0,617.89,9.54
4914.93,37.6,74.19,28.76,0,617.89,10.05
4915.94,16.73,95.06,150.19,26.52,599.34,7.59
4916.95,18.91,92.88,149.42,29.72,629.09,7.6
4917.96,19.03,92.76,0,30.98,625.64,7.28
4918.97,22.69,89.09,0,31.19,612.92,11.65
4919.98,23.89,87.9,0,28.17,618.53,9.33
4920.99,23.84,87.95,0,27.53,624.13,9.68
4922,23.5,88.29,105.58,26.55,621.11,11.49
4923.01,22.82,88.97,125.6,28.72,621.54,10.05
4924.03,22.4,89.39,120.83,29.05,616.59,10.7
4925.04,24.1,87.69,119.95,30.98,607.1,10.14
4926.05,22.48,89.31,113.82,32.5,614.86,12.12
4927.08,21.8,89.99,120.33,31.43,611.41,10.31
4928.09,22.48,89.31,121.71,30.58,598.91,10.49
4929.1,22.95,88.84,121.67,32.68,598.7,9.47
4930.11,22.61,89.18,121.4,30.73,622.4,9.52
4931.12,23.16,88.63,124.34,30.12,617.23,8.84
4932.13,21.25,90.54,1.92,28.6,604.08,9.61
4933.14,23.29,88.5,119,28.6,618.74,10.65
4934.15,21.29,90.5,118.81,32.35,610.55,9.88
4935.16,22.74,89.05,123.88,30.79,619.82,10.75
